{
{ -3.61107f, 7.24704f, -5.95797f, -8.22742f, 4.93646f, -9.14215f, 3.54904f, -4.61686f, -0.71594f, -15.54136f, -18.60984f, -0.49994f, -2.18490f, -4.45848f, 4.17302f, -8.04931f },
{ -3.30507f, -8.59420f, -7.43898f, 0.26402f, -10.44396f, -0.67750f, 0.72952f, 6.23791f, -1.48864f, -21.78903f, -12.77250f, 6.40857f, 18.28827f, -17.76184f, -2.54053f, -1.82624f },
{ 3.43461f, 4.13775f, -0.84522f, 21.55234f, 14.74730f, -7.27202f, -2.63495f, 13.29943f, -1.22485f, 2.20453f, 6.59326f, 15.31186f, -21.72932f, 7.42846f, 4.86031f, 7.64150f },
{ 2.77309f, -2.10916f, 2.51357f, -4.37877f, -6.32853f, 10.64899f, -10.26418f, -7.00912f, 15.03273f, 4.40362f, -0.80099f, 8.48962f, 6.66795f, 0.65386f, 2.63117f, -24.28449f },
{ 6.46218f, 9.32893f, -5.16432f, -0.64743f, -16.63783f, 6.00481f, 2.34679f, 12.25298f, 5.42381f, 10.66560f, 14.33341f, 5.06486f, 0.10866f, 7.72278f, -1.74417f, -20.12612f },
{ 9.28262f, 5.96284f, 4.68088f, 1.98727f, -9.24458f, -3.53864f, -4.80388f, 0.30276f, -1.25206f, -17.85475f, -0.63858f, 11.88337f, 9.94037f, 1.47881f, -17.04706f, -4.05649f },
{ -4.16676f, 9.64158f, -0.81292f, 11.79061f, -21.71605f, 8.02777f, -2.58382f, -26.45519f, 2.95046f, 4.86624f, 10.43172f, 3.13038f, -6.98885f, 3.75616f, -1.69421f, -3.89220f },
{ 1.59855f, 4.89567f, 5.50847f, -12.22373f, 2.66944f, 15.29238f, -9.86677f, -9.74337f, -0.27669f, 7.80563f, -6.66339f, -9.49884f, -9.53080f, -5.53589f, -17.42342f, 4.74105f },
{ 5.63097f, -3.50667f, -21.50324f, -22.88043f, -18.32987f, -17.99973f, 3.44344f, 7.99213f, 1.02650f, 2.47665f, -7.55397f, 8.02981f, -13.31473f, 4.37294f, 3.53616f, 14.01309f },
{ 13.79614f, 28.50977f, 12.58723f, -6.57085f, -15.92218f, 6.44883f, -8.70135f, -19.82902f, -3.23861f, 3.37652f, -2.00170f, 8.10301f, 8.56620f, -15.86952f, -12.42025f, -17.31111f },
{ -0.92119f, 8.16978f, 0.01658f, -8.09978f, -1.84093f, 2.15697f, -4.32759f, 2.96872f, 16.43797f, -12.99503f, -20.25786f, 16.42347f, 2.21344f, -1.62016f, -0.08662f, -14.75584f },
{ -9.20049f, 13.34548f, -1.16654f, 5.56756f, 0.20374f, 2.72239f, -3.66003f, -9.86018f, -6.08870f, 25.45284f, -15.05534f, -9.05984f, -6.47223f, 17.09246f, 4.66337f, 11.04127f },
{ -11.70613f, 1.38149f, -9.68469f, -1.29383f, 4.38051f, -13.05626f, 6.80830f, 23.70970f, 13.17518f, -0.36568f, 2.34043f, 2.11629f, 7.47540f, -4.49187f, 9.59693f, -7.51506f },
{ -3.18847f, -2.08282f, 0.00396f, 14.42147f, -7.63283f, 5.00744f, 10.04554f, 3.74994f, 7.29042f, 4.69878f, -3.90498f, -5.34259f, -3.04319f, -0.26736f, 2.47838f, 4.18253f },
{ 6.20798f, -0.53925f, -6.13283f, 7.34626f, -1.03890f, 23.06658f, -4.51360f, 3.14424f, 6.35459f, -8.31340f, 14.64945f, -9.48859f, -17.05948f, -12.73210f, 8.66840f, -16.49432f },
{ -8.22552f, 8.87139f, 12.40862f, 2.64493f, 4.97924f, -30.52016f, 5.00104f, 12.37756f, -4.32517f, 9.61301f, -0.95227f, -2.68729f, -7.27049f, 4.19272f, 3.59296f, -11.39785f },
{ -1.20590f, 4.33366f, 8.18397f, -7.59204f, -0.58072f, -23.66147f, 0.65723f, -5.10412f, -6.61619f, 8.86395f, 3.07551f, -7.27496f, 0.33994f, 14.74582f, 0.11664f, -12.31577f },
{ 8.84552f, -1.38482f, 6.76901f, -5.41464f, 11.06398f, -15.61922f, 5.12355f, -4.75482f, -3.57456f, -12.05946f, 8.93257f, -10.10106f, 7.57424f, 9.51422f, -18.38781f, -14.80232f },
{ 8.49103f, -12.68063f, 0.18671f, -0.42781f, 1.17781f, 8.21905f, 13.24509f, -15.81096f, 2.43716f, 1.76843f, 0.31710f, 1.10130f, -4.16158f, 9.06148f, -9.07136f, -0.13676f },
{ -18.35776f, -12.21534f, -2.87865f, -11.99151f, 35.89652f, -12.73354f, -11.64895f, 1.61685f, 14.10699f, 15.45885f, -6.94623f, 6.04408f, 1.06207f, -17.17840f, -10.18298f, -3.31420f },
{ 1.16445f, 6.03170f, -8.85089f, -9.23135f, 6.69527f, 11.99673f, 13.10650f, 2.74341f, 17.72324f, 7.27827f, -0.13123f, -5.74384f, 7.83742f, 10.82566f, 8.95215f, 16.14069f },
{ 10.13009f, 4.27461f, 5.80598f, -10.75713f, -9.15915f, -14.09006f, -3.48296f, 3.28024f, -5.43691f, 6.99430f, -0.14975f, 4.57282f, -8.78557f, 3.98870f, 3.00891f, 14.60056f },
{ 13.10315f, 0.20578f, -7.96407f, -9.37378f, -5.38338f, -3.75079f, -3.59875f, -7.48946f, -6.77115f, 5.29216f, 19.22240f, 6.46777f, -0.69436f, -2.09581f, 15.96797f, -13.42929f },
{ -1.38097f, 17.56137f, -11.90258f, -19.96665f, 13.09627f, -13.16952f, -12.35253f, 11.99851f, 1.14735f, 10.87890f, 15.27516f, -15.32930f, -0.40830f, 6.26394f, -0.86278f, -11.60909f },
{ 11.99895f, -6.45270f, 2.27831f, 2.26718f, -4.83487f, -15.22275f, -0.76727f, -14.80949f, 4.03228f, -4.84454f, -9.14237f, -16.08651f, 4.32451f, -4.84407f, -14.79122f, -5.44565f },
{ 20.39582f, 6.88984f, 0.53714f, 7.21456f, 12.44041f, -12.46405f, 13.93815f, 8.95043f, -4.57262f, -7.54407f, 2.14226f, -10.60915f, 3.87647f, 10.84861f, -3.57064f, -16.89262f },
{ -6.27531f, 5.21673f, 6.68143f, 3.81671f, -8.47785f, -2.02543f, 12.84528f, 12.28123f, -16.57549f, -9.14663f, -4.99350f, 13.29461f, 9.20459f, -19.83180f, 7.94746f, 6.89868f },
{ 8.20493f, 0.21741f, 13.44230f, -0.61688f, -3.89599f, 3.33607f, -8.49790f, 19.57250f, -8.96983f, -3.44425f, -8.75039f, -11.89422f, -4.43889f, -0.18115f, -16.92402f, -1.80876f },
{ -7.95892f, -6.10668f, 16.58344f, 14.62088f, 0.90339f, 2.17763f, 11.21328f, 25.77564f, 11.06075f, -13.73341f, 1.34521f, -13.32743f, -4.69746f, 9.81954f, 3.78935f, 4.66001f },
{ -0.36439f, 6.08618f, 2.74161f, -2.61033f, 3.44220f, 7.62663f, 11.93130f, -7.56929f, -10.81268f, 10.04144f, -0.25730f, -1.53484f, -6.74985f, 16.50767f, -0.72527f, -16.47191f },
{ 17.04000f, 12.22333f, 4.67585f, -3.86136f, 2.11816f, 0.99506f, 10.59083f, 18.27105f, -11.05755f, 18.24230f, 10.43770f, 5.57613f, 5.05637f, 5.60759f, 12.96561f, 8.29083f },
{ -2.70240f, -4.72633f, -6.64248f, -0.71194f, -12.96978f, -1.37726f, -3.44178f, 6.70991f, -7.07899f, 2.78528f, -4.21945f, -1.01732f, -0.30536f, -4.45333f, -3.15248f, 29.49914f },
{ -6.94932f, 6.58766f, 15.00129f, 16.31682f, -6.50386f, -2.30884f, -30.68576f, 7.62679f, -9.35184f, 9.11763f, 8.15328f, -30.14183f, -5.53407f, 15.53790f, -11.16883f, 4.94286f },
{ -10.36840f, 11.79533f, 19.91780f, -3.93063f, -1.96117f, 5.45648f, -4.10436f, -13.38183f, 14.38593f, -0.77381f, 1.74506f, 0.95762f, 0.89047f, -0.42930f, 0.67591f, 10.21731f },
{ -26.83564f, 3.32986f, 10.51840f, -20.00361f, -2.61375f, 14.12229f, -10.84352f, 9.25064f, 3.65398f, 4.32964f, -10.96515f, 12.03171f, -15.27023f, 8.08571f, 0.39463f, -27.82477f },
{ -3.55331f, 10.99337f, 8.58409f, -18.99799f, 2.44212f, -0.98221f, -15.54681f, -6.78689f, 16.45905f, 6.74655f, -12.27796f, -3.07652f, -8.73004f, -2.84366f, 13.45721f, -11.65570f },
{ -16.97151f, -9.81028f, 5.63261f, -4.40223f, 13.92690f, 0.70266f, 16.55847f, -1.62745f, -0.42210f, 9.07840f, -6.10010f, -4.54858f, 0.51661f, -2.90423f, -7.66943f, -9.30111f },
{ -0.96531f, -1.45228f, 6.48989f, 11.16760f, 5.36730f, -4.21951f, -11.74308f, 7.28029f, 2.79665f, -0.91571f, -15.52948f, -6.09482f, -21.82541f, 0.01862f, 8.91289f, -5.89866f },
{ 12.89657f, 1.63682f, 1.25480f, -3.95758f, -7.29709f, 1.30913f, -27.80597f, 2.03687f, -8.92337f, -2.34042f, 5.80822f, -8.30690f, -9.48647f, 3.31224f, 1.28016f, 11.17699f },
{ -14.62554f, 17.14579f, 9.09900f, 7.00387f, -9.50957f, 2.35178f, 7.04893f, 28.36722f, -3.86706f, -3.29286f, 5.83278f, -2.45568f, -10.59700f, 5.31648f, -0.00621f, 8.98189f },
{ -4.00672f, -6.48681f, 11.41534f, -7.54188f, 15.01006f, 14.09227f, -7.59459f, 8.06159f, 19.32582f, -10.77852f, -10.80379f, -0.88081f, -7.39531f, -6.79216f, -8.03275f, -7.61735f },
{ 3.92688f, 7.02332f, -11.03160f, 1.67022f, 7.50414f, 17.96025f, 1.78591f, 2.06912f, -11.09061f, 6.67315f, 10.00368f, -11.90825f, -8.18464f, 0.15299f, -12.38985f, 1.96333f },
{ 4.65723f, -3.20028f, -6.14889f, -9.82091f, -22.06198f, 4.46300f, -3.29566f, 11.02550f, 11.13224f, -5.53579f, -11.15032f, -4.12959f, 4.55902f, -0.61547f, -19.78675f, -11.12708f },
{ 21.15380f, -1.53077f, -16.50249f, -5.17546f, -0.88793f, 0.02526f, 13.69874f, -3.93449f, 5.83511f, 4.85712f, -11.82465f, 0.02566f, 1.52194f, -8.55294f, -4.65687f, 10.93504f },
{ 5.99767f, -1.53817f, -3.49164f, 8.53611f, 15.54279f, -10.11297f, -8.36771f, 4.71606f, -6.52940f, -2.78556f, 6.85071f, 6.96128f, -5.69881f, 16.86867f, 4.26455f, -8.73793f },
{ 12.57255f, 6.04750f, -3.93845f, -14.76350f, 12.03706f, -15.78528f, 0.49659f, -4.38203f, -4.89787f, 14.87506f, 0.59095f, 3.35152f, -6.72973f, 10.63150f, -2.61949f, -19.69439f },
{ 11.10701f, -3.83048f, 13.34868f, 2.23062f, 2.33340f, -0.16426f, 1.23969f, 8.36803f, -8.44923f, -0.62509f, 4.18001f, -7.21920f, -11.67525f, -0.22434f, 6.81995f, 2.54949f },
{ -15.37341f, -12.13872f, -11.44178f, 21.79545f, -15.33582f, 15.03804f, 13.05659f, 6.94414f, 11.03378f, 11.14181f, -11.06111f, 10.75842f, 0.54196f, -1.16043f, 7.15545f, 9.28166f },
{ -0.22788f, -7.44144f, -10.60812f, 13.03145f, 12.19835f, 0.72157f, 7.25184f, -0.87858f, -9.37999f, -5.05047f, -23.48115f, -14.10888f, -19.07109f, -15.24855f, -9.35378f, 18.42498f },
{ -5.47179f, -6.49593f, 11.65338f, -3.20516f, -12.07100f, 9.96291f, -9.76849f, 11.96228f, 0.37248f, -5.77329f, -21.50793f, 33.09555f, 5.64148f, -3.65560f, -4.68079f, -4.71612f },
{ -1.45758f, -3.62987f, 20.88275f, 9.53677f, -1.19592f, 2.39669f, -12.38771f, 17.73520f, 5.66048f, -4.28854f, -6.18574f, 11.15144f, -0.50637f, 21.18862f, -1.03286f, -7.65051f },
{ -7.38759f, -4.60072f, -6.34984f, 0.98232f, -19.86774f, -1.24894f, -4.49945f, 14.89384f, -6.03683f, -6.36228f, -0.65079f, 2.56309f, -2.42940f, -10.89098f, 10.79963f, -6.29484f },
{ -3.85184f, 16.40184f, 11.95311f, -1.52304f, 11.53444f, 3.02950f, -3.03821f, -7.05688f, -9.90150f, -18.16124f, 4.21346f, 5.58371f, -24.68736f, 4.27670f, 21.96371f, 12.43694f },
{ 9.61055f, 12.21669f, -1.97648f, -1.10701f, 12.04588f, -10.97270f, 7.71232f, -6.60628f, -8.66187f, -3.23761f, 9.53340f, -5.65456f, -19.13934f, -6.62310f, -2.13404f, -6.06327f },
{ -0.78717f, 4.34894f, 5.43558f, 16.66419f, 15.84287f, -10.46043f, -12.86982f, -0.83902f, -5.03133f, -3.74122f, -12.93757f, -2.17786f, 11.78897f, 13.56233f, 6.02752f, 11.33550f },
{ -9.00802f, -16.87401f, -13.88045f, -3.03176f, -6.09620f, 8.00637f, -18.64638f, 16.68325f, -12.35391f, -11.89183f, 8.22668f, -4.17683f, -3.57314f, 3.18798f, -1.72068f, 9.17864f },
{ 7.56903f, -4.41064f, 2.10657f, -10.59618f, 7.39510f, 5.91948f, -2.12077f, 10.51854f, 2.61480f, 15.33583f, -9.07584f, 7.69141f, -3.99226f, -4.38174f, -10.79934f, 6.84483f },
{ 0.07115f, -6.89246f, 3.37065f, 3.88732f, 1.87262f, 7.51399f, 1.65745f, -17.57324f, -2.16429f, -3.60482f, 15.20384f, -2.95283f, -1.28720f, -1.50237f, -3.91463f, 6.65168f },
{ 12.52001f, -12.66488f, -9.76978f, -6.14417f, -0.35096f, -1.12284f, -6.26257f, 10.81670f, -6.72241f, -11.89663f, -4.16510f, 6.68580f, -5.40546f, -7.80929f, -5.29930f, 14.24732f },
{ -1.56031f, 0.75803f, -4.25516f, -9.14724f, 8.58055f, 9.51403f, 5.91195f, 2.27303f, 8.60106f, 0.56419f, -0.19857f, -6.04850f, 16.93548f, -1.65098f, 11.07425f, 3.88715f },
{ -3.32721f, 5.10465f, -14.12693f, -5.78245f, -6.13120f, -1.26862f, -0.56358f, 3.34543f, -6.13199f, 9.38794f, -8.54750f, 13.75605f, 5.83856f, -7.45329f, -19.22331f, -2.72002f },
{ 2.56888f, -10.89687f, 3.63654f, 9.51052f, 2.11592f, -24.54486f, -1.97911f, -0.96664f, -6.67670f, 5.80718f, -6.66759f, 4.59881f, 17.53433f, -2.32560f, -6.93026f, -6.93106f },
{ -5.68448f, 1.13209f, -2.89934f, -19.05283f, 17.35800f, 3.83610f, 10.92059f, -19.32764f, 6.10892f, -8.44036f, 12.00727f, 0.29593f, 6.08567f, -4.18854f, -20.32573f, 16.33297f },
{ -0.23521f, 3.45440f, 4.94342f, 8.04457f, 1.71814f, 14.77251f, 1.35078f, 1.49866f, 3.64436f, -6.38255f, -13.75256f, 15.89798f, 2.48912f, -1.85875f, 13.28024f, -0.35039f },
{ 7.30268f, -29.05817f, 2.60730f, -7.69983f, -7.04893f, -3.28471f, 5.36284f, 4.94556f, 2.56124f, 11.83193f, -1.22159f, 2.60881f, 4.17026f, 4.27269f, -3.40629f, -0.26788f },
{ 2.35104f, 3.50124f, 1.36800f, 2.79149f, -3.49992f, -5.25284f, -12.62765f, -7.85985f, -9.19081f, 6.90683f, 2.97837f, -21.50908f, 6.84246f, 17.28753f, 10.98264f, -1.55267f },
{ 13.15074f, 14.03195f, 13.22653f, 4.62952f, 5.30290f, 8.32598f, 8.22549f, 21.30843f, -6.67052f, -10.75045f, 20.45686f, -3.59814f, 17.23192f, 15.67714f, -8.05773f, -13.44630f },
{ 25.73054f, -6.96325f, 9.26513f, -9.95196f, 15.33713f, 2.17392f, 2.09739f, 7.56499f, -0.17182f, -13.84727f, -2.31593f, -7.99242f, 0.77975f, 3.82327f, 0.35415f, -4.67425f },
{ -6.20944f, -16.61230f, -11.44852f, -4.92784f, -14.55546f, 21.04163f, -17.73631f, -5.77652f, 3.33612f, -3.40788f, 2.92466f, 8.16370f, 8.50271f, 14.02428f, -1.08312f, 14.40621f },
{ 11.67539f, -2.08806f, 2.35125f, -2.22208f, 12.87869f, -3.95762f, 16.92338f, -6.58081f, -3.00537f, -9.59177f, 14.83275f, -5.63997f, -0.42674f, 5.12839f, -11.82040f, -6.00676f },
{ 21.71251f, 3.32776f, 1.13649f, -11.81971f, 2.01895f, 5.84793f, -1.57869f, -5.52481f, -7.87829f, -4.90689f, 9.62436f, 4.86665f, -4.27990f, -10.23734f, 16.57880f, 11.31600f },
{ -1.85709f, -1.60053f, -12.97528f, -10.89173f, -3.97596f, 22.00334f, 10.40738f, -15.81400f, 15.33783f, -20.79350f, 4.15342f, -9.66318f, -6.63058f, 0.15533f, -7.72107f, -2.25338f },
{ -11.63018f, 16.72306f, -4.38329f, -0.39502f, -5.87747f, -23.07327f, 15.84362f, 8.58991f, -7.55079f, -21.93702f, 0.50130f, 9.41002f, -4.45120f, 19.76980f, -0.05484f, 15.37563f },
{ -3.27071f, 3.99584f, 2.88296f, 6.07725f, -4.28845f, 5.75799f, -4.92574f, -2.42862f, -19.39278f, 4.90372f, 5.24623f, 9.83694f, 13.43841f, -2.73049f, 4.06014f, 6.48799f },
{ 2.22078f, 5.93892f, 2.28506f, -4.74348f, -25.59896f, -10.43691f, 7.51046f, -14.21102f, 15.41825f, 6.69718f, -11.07534f, -2.98353f, 22.60062f, 26.45762f, -1.32768f, 14.88200f },
{ 6.72245f, -5.86853f, -10.73825f, 14.45636f, -7.50049f, 0.53274f, -10.37576f, -8.45055f, -6.15296f, -19.14986f, -1.04028f, 0.66782f, 3.98431f, 8.19504f, -1.13259f, 1.12650f },
{ -0.78154f, 8.56058f, -11.24789f, 20.32885f, 4.40976f, 3.00111f, 5.30378f, 13.09256f, 2.02779f, -34.91401f, 2.32615f, 1.13660f, 10.44115f, -18.99456f, 0.65607f, -1.63314f },
{ 8.44606f, 6.52913f, 8.84357f, -14.99689f, -0.25157f, 0.41104f, -17.37153f, -16.32225f, -5.50854f, 17.73332f, -0.51085f, -8.46036f, 0.92272f, -5.63089f, -0.27052f, -6.58061f },
{ -13.43330f, 0.95198f, -2.36716f, -1.04132f, 7.35020f, 3.00028f, -0.21935f, 4.16963f, 12.30330f, -7.73491f, 2.53721f, -5.32124f, -0.29806f, -1.18184f, -20.82473f, 2.89766f },
{ -3.61418f, 1.05267f, 7.05276f, 10.65714f, -1.76960f, -5.01666f, -10.76393f, -20.15068f, -18.46094f, 12.63777f, 7.34499f, -10.97609f, 4.15346f, 10.65241f, 4.87505f, -1.49340f },
{ -14.80222f, -11.35625f, -1.56315f, -14.86742f, 11.97662f, 15.21374f, 10.81577f, 0.67307f, -9.96440f, -6.28267f, 0.16268f, 10.19743f, -2.09940f, -8.75334f, 11.32995f, -0.81038f },
{ -2.52818f, 5.70570f, -18.86593f, -6.49545f, 8.68025f, 5.08209f, 15.04136f, 5.82180f, 6.26895f, 2.60046f, 10.44527f, 14.40023f, 5.43418f, -4.31392f, -0.20978f, -9.04293f },
{ -16.35488f, -5.91985f, -7.33287f, 5.38254f, 14.92157f, 7.28395f, -1.37139f, 4.59622f, 4.67310f, -1.85963f, 3.76026f, 12.43860f, -6.97091f, 3.62523f, 4.17336f, 17.03814f },
{ -15.58057f, 1.96487f, 10.24808f, -5.71900f, 4.91929f, 3.59539f, 5.33983f, -3.30752f, 6.26530f, 10.80123f, -8.81123f, -11.34170f, 4.62885f, 6.29673f, 5.62315f, 9.32028f },
{ 7.67644f, -2.99879f, -5.38580f, 8.03458f, 1.76392f, -0.86280f, -0.89207f, 6.35192f, -0.71046f, 9.87736f, -10.75680f, 9.24143f, 14.14691f, 8.46344f, 1.32573f, -24.41059f },
{ -5.58446f, -4.16914f, 7.56028f, -21.63797f, 0.56659f, 11.39828f, 1.87173f, -3.27318f, 7.13682f, -7.29735f, -0.34694f, 18.83513f, -11.92877f, -4.66315f, 1.49142f, -7.35699f },
{ 8.09369f, -12.34534f, 1.85227f, -18.93166f, 3.47221f, 6.40435f, -9.83283f, 4.86381f, -19.44305f, -3.62964f, 11.80384f, 2.28179f, 2.81286f, 10.37073f, -13.39376f, 7.00509f },
{ -6.84052f, -13.38915f, 3.18007f, 3.03329f, -0.26813f, 0.91965f, 9.58283f, 2.15761f, -9.02869f, -6.24004f, 4.80072f, 16.17207f, 10.68444f, 6.74973f, 10.19051f, -8.05803f },
{ -14.83604f, 6.33943f, 3.88014f, 7.31997f, 0.49383f, -5.06534f, -9.00775f, -1.50595f, -3.28373f, 0.83278f, 8.92742f, -28.21999f, 0.39902f, 11.01886f, 8.92242f, 2.26695f },
{ -2.10878f, -2.27487f, 12.62019f, -13.36859f, -5.73889f, 2.16803f, -7.26408f, -11.77936f, -11.49760f, -10.37981f, -3.49200f, -5.04522f, 9.30018f, -5.09895f, 1.89857f, 3.21069f },
{ -1.67444f, 7.09715f, 22.98785f, -1.90459f, -6.75172f, 5.63048f, 13.86640f, -5.03047f, -12.30743f, 4.90696f, 9.98259f, -14.68902f, 5.66740f, 7.21263f, -7.17714f, 17.19504f },
{ 1.91637f, -2.14315f, 2.81321f, 9.82969f, -20.71234f, -12.47930f, -2.59461f, -2.82897f, 13.11399f, 12.33872f, 0.85231f, 2.58696f, -4.92820f, 10.67823f, 12.36655f, 2.63962f },
{ 11.87036f, 11.50395f, -17.24494f, -0.39491f, -8.33947f, 1.80916f, 0.88349f, 15.86042f, 15.34997f, 5.14247f, -1.60216f, 18.39937f, 3.16954f, 0.85609f, -6.27774f, -14.16391f },
{ -15.87801f, -8.04025f, -1.57693f, 3.02199f, 17.43640f, -26.66803f, 7.23238f, -8.06053f, 17.97151f, -20.96343f, 5.63664f, 2.93094f, -13.57731f, 5.38624f, -2.96752f, -19.67390f },
{ 3.74231f, -14.45370f, 4.33550f, 10.35603f, 0.30807f, -5.13312f, -7.31197f, -0.99876f, -16.59031f, -3.90527f, -6.58951f, 4.17406f, -5.83308f, 9.43617f, 10.18166f, -5.45335f },
{ -4.40733f, -12.43473f, -11.70886f, 4.49653f, -4.53626f, -10.53012f, -12.43918f, 4.93366f, 3.00119f, -1.46702f, 11.94399f, -1.53058f, 7.35395f, -4.22218f, 15.19725f, 4.40213f },
{ -3.41643f, 4.76233f, 10.17471f, -8.26464f, -14.68725f, -19.76091f, 1.22265f, -22.01733f, -10.97844f, -0.31143f, -28.83684f, 2.59825f, 1.13202f, 1.15737f, 11.11649f, -2.11068f },
{ 2.41501f, 21.03098f, 4.49953f, -15.56273f, -0.53212f, 2.04516f, -9.65751f, 10.72153f, 8.46663f, -7.71109f, -20.15811f, 14.96458f, 13.98776f, 5.14655f, -1.31030f, 11.47196f },
{ -0.23738f, -10.73404f, 8.01997f, -7.81572f, -0.76890f, 6.86093f, 6.41160f, 6.49633f, 3.05165f, 3.30469f, 11.04722f, -24.20350f, -5.57498f, 3.60162f, 2.82490f, -17.77991f },
{ 3.42470f, -7.33707f, 20.70594f, -5.84867f, 3.23818f, 1.80666f, -8.12720f, -21.25080f, 0.40861f, -8.68118f, 0.85790f, 2.54080f, -8.05866f, -1.33059f, -7.93946f, 9.42760f },
{ -10.77451f, 12.12646f, 0.36167f, -6.07374f, -0.44011f, 3.99204f, 11.09470f, -25.84929f, 3.90237f, -12.49850f, -13.42456f, -0.16957f, -5.81139f, -11.96502f, -2.60646f, -0.00756f },
{ 1.49264f, 11.94498f, -1.68787f, 0.42772f, 2.70302f, 15.12527f, 6.25067f, 18.06229f, -13.37764f, -6.37723f, -10.08963f, -2.68059f, 5.43695f, 17.04934f, 24.56991f, -2.34973f },
{ 21.45696f, -21.48355f, 0.32917f, 6.17732f, -10.97747f, 0.47557f, 11.09274f, -7.56139f, -5.55281f, 13.23060f, -5.27429f, 3.97853f, 0.51536f, 3.29095f, -3.18501f, 6.79151f },
{ -12.69219f, 6.61868f, 9.94883f, 2.24553f, 14.76405f, -10.00377f, 2.10133f, -13.49785f, 12.05958f, 6.37151f, -2.15434f, 4.31714f, -2.25404f, -10.58991f, -6.35486f, -5.92314f },
{ -0.01435f, 10.61968f, 0.87905f, 10.30158f, -4.41768f, -2.41905f, 12.98259f, 1.86837f, -1.60238f, -9.47740f, 20.05480f, -5.36674f, -22.13225f, 1.82801f, 22.58193f, -2.58821f },
{ 2.40012f, -0.35205f, 17.57550f, -1.45699f, 10.07517f, -4.70798f, 8.86916f, 0.82794f, 2.27235f, 5.05961f, -4.77750f, -17.62199f, 9.58767f, -1.80975f, 20.97177f, 4.94413f },
{ -6.68084f, -14.30103f, 9.63041f, -6.99806f, -8.78213f, -9.79950f, -1.40405f, 4.24902f, -7.66092f, 21.49545f, 0.64995f, -6.20188f, 9.58093f, 22.97861f, 6.45051f, 6.47844f },
{ 10.41900f, 5.01205f, -17.67356f, -1.26874f, 29.23942f, 17.89070f, -4.86689f, 15.23229f, 6.37110f, -0.58461f, 0.07662f, -0.26755f, 6.42417f, 1.51087f, -9.91506f, -2.76532f },
{ 10.61684f, 3.50295f, 1.07368f, 12.16582f, -4.71666f, 8.30863f, -20.52564f, -3.65955f, 5.38416f, 0.96894f, 4.71316f, 15.91330f, 7.86045f, 7.30137f, 1.96460f, 15.84110f },
{ 11.77728f, 7.83818f, 10.16975f, -5.67916f, -2.15272f, 1.31434f, -8.24883f, -18.50255f, 20.49756f, -1.99258f, -4.47934f, 4.52442f, 0.59593f, -4.33084f, -11.18557f, 12.29790f },
{ 6.82228f, -11.55934f, 9.48689f, 9.82865f, -17.44277f, -7.23875f, -9.70510f, -0.36073f, -19.62642f, -0.66626f, 1.74552f, -1.13488f, -12.97610f, -7.81199f, 1.69332f, 2.76025f },
{ -3.31277f, 13.05546f, 4.21324f, -8.04428f, 14.70401f, 2.51601f, -0.34901f, 8.29558f, -1.89328f, -1.51947f, -14.21586f, -6.36089f, -1.92553f, -8.69349f, -4.56702f, 15.37454f },
{ 9.18707f, 8.78317f, 3.60629f, -1.81857f, -7.81625f, -13.89588f, 1.05903f, -1.86232f, -6.43888f, 3.16394f, -11.39926f, 3.76082f, 6.55170f, 8.57214f, 10.05629f, 7.68293f },
{ 1.40728f, -5.32783f, -0.08924f, -14.07041f, 2.55567f, 13.68323f, 23.04109f, -6.10062f, -5.94240f, -5.91606f, 3.55095f, 10.04780f, -4.42782f, -0.11673f, 8.32897f, 2.06504f },
{ -11.79618f, -8.66773f, 21.84514f, -5.89221f, 1.86630f, -7.20817f, -11.99311f, 10.81873f, 1.98210f, 9.76264f, -6.00473f, -7.47983f, -10.71901f, -4.73952f, -4.75868f, -4.55704f },
{ 15.76560f, -0.47098f, 1.50826f, -9.29572f, 3.06936f, 3.88928f, 14.77323f, -7.04473f, -9.75257f, 19.34129f, 9.24092f, -1.10205f, -4.19298f, -14.66864f, -0.50911f, 4.28925f },
{ 12.30088f, 24.65589f, 15.37356f, -2.43410f, -5.11375f, 8.08221f, 4.53977f, 13.90375f, -8.46949f, 1.99703f, -1.99030f, -6.68101f, 0.88573f, 3.27722f, -8.27026f, -17.81505f },
{ 0.73554f, 1.12093f, 10.52396f, 8.09150f, -5.12616f, 4.69102f, 13.03335f, -3.67844f, -0.01009f, -5.10509f, 0.82187f, 4.64921f, -9.33524f, -12.35735f, -6.57657f, -0.74590f },
{ 7.16918f, -1.38909f, -21.85457f, 10.97535f, 9.99578f, -4.47460f, 1.42769f, -18.29818f, 12.84608f, 8.23242f, 3.14388f, 2.25752f, 10.28738f, -11.45993f, -13.80786f, -13.38842f },
{ 20.24449f, 20.44513f, -4.67651f, 5.08141f, -0.77018f, -1.25316f, 2.74204f, -1.38084f, 0.95832f, 4.67202f, -13.69879f, -0.61298f, 9.11513f, 1.37609f, 8.23316f, 4.19206f },
{ -11.29819f, 2.90333f, 9.54828f, 2.92823f, 2.25339f, -9.45387f, 5.10152f, 2.30399f, 4.80692f, -6.84135f, -12.34097f, 1.85515f, 7.73348f, -0.57663f, 0.24307f, -13.07404f },
