{
{ 0.08144f, -0.76467f, 0.16752f, 1.75935f, -1.41071f, -1.34018f, 0.90333f, 1.01198f, -1.29336f, -0.10368f, 2.27721f, 0.09245f, 0.25523f, 1.51169f, -0.95130f, 0.06777f },
{ -0.58443f, 1.56993f, 0.39609f, 0.44957f, -0.45288f, 2.12132f, 0.12070f, 1.02103f, 1.31230f, -1.09534f, 1.80556f, 0.76017f, 1.17409f, 0.11639f, -1.62927f, 2.17681f },
{ -0.13603f, -0.75081f, -1.01885f, 0.15536f, 1.67247f, 0.83001f, -1.48520f, 0.98908f, 1.04916f, 1.52797f, -0.24052f, -2.45355f, -1.21291f, 0.23933f, 1.21030f, 0.26357f },
{ -0.08329f, -1.47886f, -0.12822f, -0.12709f, -0.80182f, -0.24096f, -1.09746f, -0.70749f, 1.20013f, -0.64839f, 0.30820f, 0.70766f, -0.58362f, 0.93417f, -0.82425f, -1.50038f },
{ 0.57145f, 1.53106f, 1.03233f, -0.08458f, -0.60303f, 1.37302f, -1.34598f, -0.36454f, 1.65928f, 0.75034f, 0.38170f, 2.11635f, 0.21474f, 0.07524f, 0.04376f, 0.86919f },
{ 0.00130f, -0.11216f, 0.53100f, -0.44295f, -0.57350f, 0.44071f, -0.79971f, 0.57833f, -0.99210f, -0.60993f, -0.62006f, 1.08237f, 1.51584f, 1.73994f, -0.04210f, -0.11462f },
{ 1.33040f, 1.16550f, -0.83704f, 0.54718f, 0.27857f, -1.64887f, 0.07820f, 1.02424f, 0.98734f, -1.77837f, 0.30961f, -0.24295f, 1.62269f, 0.05265f, 1.78836f, 0.02008f },
{ 1.04454f, -1.08338f, -0.01947f, -0.83972f, -1.20915f, -1.46079f, -1.10395f, -2.30533f, -0.47365f, -0.27270f, 2.66148f, 1.18180f, 1.50578f, -0.60995f, 0.99254f, -0.66788f },
{ 0.44744f, 0.07437f, -0.18444f, -1.25938f, 0.89583f, 0.95846f, 0.16147f, -0.02717f, 0.30933f, -1.28255f, 0.37848f, -0.24797f, -0.14687f, 0.10217f, 0.99280f, 0.23956f },
{ -0.36120f, -3.56401f, -0.44941f, 2.00310f, -1.83287f, -0.72473f, -0.14981f, -0.78454f, 0.04331f, -0.46484f, 0.04806f, -0.98697f, 0.70187f, 0.04023f, -2.06786f, -1.32603f },
{ 0.59950f, 1.16573f, 0.33931f, -0.71331f, -0.19435f, 0.83864f, 0.39402f, 0.13171f, 1.41415f, -0.61143f, -0.31473f, 0.39082f, -0.48994f, -0.71187f, 0.17697f, 0.34826f },
{ 1.68441f, -0.12814f, -1.05797f, 0.86681f, 1.13970f, 0.03645f, 0.90606f, -1.05361f, -0.15904f, 0.51650f, 1.15486f, 0.94968f, -0.21914f, 0.33927f, 0.06370f, 0.01475f },
{ 0.39801f, 0.54471f, 1.72706f, -0.20912f, 0.21134f, -0.37430f, -1.55575f, -0.60330f, 0.14689f, -0.55224f, 1.04846f, -0.61274f, -1.35124f, 0.30296f, 0.26363f, -0.14130f },
{ -1.09251f, -1.05323f, 0.15617f, 0.19408f, 0.74583f, -1.02013f, 0.02855f, 0.58144f, 0.66501f, -1.10564f, -0.28035f, 0.74335f, -2.68056f, 0.90411f, -0.99282f, 0.21364f },
{ -1.29302f, 0.99846f, 0.76919f, 0.05198f, 0.47901f, -0.87877f, -0.32775f, -0.19891f, -1.57476f, -0.26476f, -1.10196f, -0.24686f, -0.44943f, -0.07485f, 1.52373f, -0.35581f },
{ 1.21767f, -0.15254f, -0.06985f, -0.04296f, -1.09350f, -1.90313f, 0.35838f, -0.36308f, 0.08287f, 0.79143f, 1.18783f, 0.16369f, -0.60053f, 1.70811f, 0.03648f, -0.21522f },
{ 0.14197f, -0.21067f, 0.34440f, 1.59666f, 0.32953f, -0.86273f, 0.74557f, 0.74884f, 0.59845f, 0.01928f, 0.28637f, -0.19474f, -0.40029f, 0.41718f, -0.60586f, -0.80962f },
{ -1.05343f, -1.34407f, -0.89209f, 0.81913f, -0.73402f, 0.60267f, 0.20404f, 1.09154f, 1.14125f, -0.38815f, 1.09576f, 0.16884f, -0.26850f, 0.87880f, 0.07854f, -0.73377f },
{ -0.15103f, -0.44744f, 0.28108f, 1.13436f, 0.33759f, 0.19677f, -0.32400f, 0.48525f, 0.85269f, 0.17422f, -0.96106f, -2.09192f, 0.04214f, -0.35174f, -0.62586f, 0.72115f },
{ -0.51243f, 0.94521f, -0.56042f, 0.43822f, -0.47832f, -0.42478f, 1.68340f, -0.94140f, -1.49907f, 0.26759f, 0.80701f, 2.32992f, -1.72504f, -0.13107f, 0.55727f, -0.47543f },
{ -0.62078f, 0.75803f, 0.77535f, 1.16716f, 0.59925f, 0.70565f, 0.68239f, -1.42639f, -0.15046f, -1.20814f, 0.20801f, 0.77073f, 0.17475f, -0.61191f, 0.77019f, 0.48278f },
{ 0.45504f, -0.02448f, -1.56455f, 0.60949f, 0.95452f, -0.65958f, 1.93658f, 0.72685f, -1.01414f, -1.43357f, 0.69179f, 0.12470f, 1.38434f, -0.09910f, 0.26241f, -1.46379f },
{ 1.01305f, 0.59789f, 1.81581f, -0.89476f, 1.09032f, 0.29444f, -0.54219f, -1.15622f, -0.03324f, -1.65954f, 0.19753f, -1.14128f, -0.25404f, -0.27893f, -0.66095f, 2.96207f },
{ -0.44001f, -2.19498f, -0.69093f, 0.20426f, -0.01650f, 0.46148f, 1.28120f, 0.80437f, -0.66205f, 0.06937f, 0.06131f, 0.09604f, -0.51536f, -0.64015f, -1.60098f, 0.31525f },
{ -0.38181f, 0.80922f, -0.79484f, 0.32997f, 0.62163f, -0.95602f, 0.54381f, -0.08279f, 1.11884f, 1.92105f, -0.56207f, 0.60968f, -0.40029f, 0.32470f, 0.81917f, 0.04619f },
{ -0.32548f, -0.51352f, 1.70844f, 0.26015f, 0.69893f, -1.29131f, 0.00918f, -0.42621f, 0.45652f, 0.56479f, -1.11175f, 0.51095f, 0.18031f, 0.69594f, 0.53279f, -0.28511f },
{ 2.21733f, 1.00044f, -0.83795f, 1.31969f, 0.77202f, -0.58359f, -0.52475f, 0.38988f, 1.66621f, -0.37072f, 0.20416f, 1.31588f, -1.84342f, -0.32981f, 0.26452f, 1.01030f },
{ 0.22291f, 0.50451f, -0.66968f, -0.00283f, -1.46208f, -0.43453f, -0.89640f, -0.46057f, -0.69091f, 0.81608f, -0.10280f, 0.01364f, -0.36123f, 0.64896f, -0.33803f, -0.19105f },
{ -1.75118f, 0.18595f, 0.91942f, 0.07765f, -0.16251f, 1.08580f, 0.78443f, -0.97374f, 0.40654f, 1.16239f, 0.88744f, 0.38903f, -0.06139f, -0.09087f, -2.00787f, 0.15207f },
{ -1.80317f, -1.16161f, 1.07454f, 0.10758f, -0.98781f, 0.57005f, -1.02785f, 0.38368f, -0.35757f, 0.09515f, 0.99816f, -0.81475f, -2.35019f, -0.04206f, -0.33937f, 0.12295f },
{ -1.69641f, -0.34604f, -0.11693f, -0.39280f, 0.54177f, -1.58069f, 0.11032f, -0.52931f, -1.12784f, -1.09528f, 0.11413f, 0.93908f, 1.71229f, 1.81199f, 2.14695f, -0.12580f },
{ 0.25355f, 0.94537f, 0.34649f, -0.58168f, -0.11458f, -0.48275f, 0.14057f, 0.96934f, 0.05864f, 1.83389f, -0.23653f, 0.05749f, -1.22985f, 1.81346f, -0.24708f, -2.53173f },
{ -0.01696f, 0.70447f, -0.34116f, -0.91815f, 0.90499f, 0.86835f, 0.89202f, -1.28828f, -0.93855f, -0.36223f, 0.27981f, 2.44997f, 2.24135f, 0.58942f, -0.92025f, -0.23839f },
{ 0.54645f, 1.30530f, -0.53337f, -1.07143f, -0.83915f, 0.23126f, -0.32397f, -0.27013f, 0.30956f, -0.56752f, -1.53916f, 0.53590f, -0.44783f, -2.18511f, 0.92748f, -1.15835f },
{ -1.61861f, -1.12911f, -0.22566f, -0.76463f, 0.06186f, -0.01052f, 0.26904f, 1.01298f, 0.20255f, -3.11934f, -0.29193f, 0.33861f, -0.28952f, -1.38560f, -0.02704f, 1.56658f },
{ -0.20936f, -1.13041f, -1.67328f, 1.65960f, -0.25497f, -2.24746f, 0.55325f, 0.31450f, 1.16288f, -0.66185f, 0.55218f, -0.52226f, -0.02763f, 0.32809f, 0.93000f, 0.10558f },
{ -1.11377f, -0.44091f, 1.50485f, -0.16544f, -1.83150f, -1.16731f, -1.22416f, -2.93072f, 0.59732f, 0.22082f, -1.34736f, -1.29669f, -0.88955f, -0.38770f, 1.84163f, 0.95234f },
{ -1.73050f, -0.21059f, -0.93254f, -0.61078f, -1.26868f, 0.31351f, -0.24046f, 0.28381f, 0.69878f, 0.44364f, -0.85131f, -0.21413f, -3.27548f, -0.36803f, 0.00094f, 0.46431f },
{ 0.85464f, 0.14644f, -0.47271f, 0.88455f, -1.15764f, 1.87713f, -0.19449f, -2.22300f, 0.37078f, -1.63200f, 0.86780f, 0.15218f, -0.52514f, -0.74106f, 0.67142f, -0.85356f },
{ -0.71602f, 1.01675f, 0.04685f, -0.26792f, 0.26300f, -0.60869f, 0.22254f, -1.53960f, 0.28227f, 0.23105f, 0.00066f, -0.70668f, -0.64149f, -0.10223f, -0.64639f, 0.85154f },
{ 0.52078f, 0.36799f, -0.55463f, -0.52220f, 0.19328f, -0.57214f, 1.03937f, -0.81814f, -0.34018f, 0.22612f, -0.36927f, 1.24538f, 0.41048f, 1.52959f, -0.07431f, 0.25713f },
{ 1.07479f, -0.33621f, 1.35014f, 0.46740f, -0.11975f, 0.61152f, 0.36866f, 0.51545f, -0.82208f, 0.05936f, 0.54137f, -1.08413f, 0.59633f, -1.29888f, 0.70562f, -0.91614f },
{ -0.93412f, -0.82364f, -0.65560f, 0.96278f, -0.86801f, -0.55559f, 0.47638f, 1.51776f, -1.22322f, 1.72978f, 1.03630f, -0.04208f, -0.91213f, 0.45842f, 0.27494f, 0.78230f },
{ -2.02313f, -0.05078f, 1.51465f, 0.44333f, 1.36805f, -2.29405f, -1.13368f, 1.16954f, 0.43194f, 1.56843f, -0.38258f, 0.09983f, -1.14202f, 1.64188f, 1.42636f, -0.38827f },
{ -0.42546f, 1.23192f, -0.64207f, -1.16441f, 1.14542f, 1.95013f, -0.10403f, 0.04303f, 0.98106f, 0.20574f, 0.79644f, 1.32784f, 0.03451f, 1.18279f, -0.06953f, 1.52388f },
{ 0.43113f, -0.26193f, -0.64702f, -2.36928f, 1.33147f, 0.13235f, -1.66676f, -0.50953f, 0.20483f, -0.03724f, 0.18948f, -0.20556f, 0.43189f, 0.47303f, 0.58134f, 1.24313f },
{ -0.35966f, 1.53366f, -1.09647f, -0.54807f, -0.85978f, 0.35826f, 0.12144f, -1.50097f, -0.58088f, -0.11398f, -2.43452f, -1.02076f, 0.64129f, -1.11431f, -0.86977f, -1.20585f },
{ 0.65334f, 0.18141f, -0.80626f, 0.66427f, -0.34729f, 1.57074f, 1.12830f, 0.11720f, 1.47934f, 0.71167f, -0.21018f, -0.53886f, -1.21537f, 0.14623f, 1.87099f, -1.62163f },
{ -1.03088f, -1.18000f, -1.43956f, 2.15240f, 0.67383f, 0.36227f, 1.43702f, -0.36203f, 0.26612f, -1.04270f, 0.39730f, -1.56079f, -0.07419f, -1.13846f, 1.51451f, -0.12012f },
{ -1.59169f, -0.81989f, -2.24658f, -0.45605f, -0.14364f, -0.68514f, -1.47996f, 0.21375f, -0.06565f, -0.64007f, 0.49529f, 0.05573f, -0.01574f, -0.23912f, -0.31474f, 0.35004f },
{ -0.55117f, 0.64907f, 0.62597f, 0.98070f, -1.53823f, -1.20804f, 1.40252f, 0.68892f, -0.86041f, 0.10415f, -1.14289f, -0.26694f, 1.33894f, -1.18109f, -1.08368f, 1.83075f },
{ 0.38211f, -0.64334f, -0.10393f, 0.17754f, -0.24359f, -0.69116f, 2.69642f, 0.63218f, 0.79935f, -0.90816f, -0.85501f, 1.39778f, -1.16912f, -0.27286f, 0.25641f, 0.09631f },
{ 1.80418f, -1.26822f, -2.29172f, 1.89922f, -1.28604f, 0.12407f, 0.20700f, 0.49383f, -1.06416f, -1.28666f, 2.16140f, -0.37859f, 0.66377f, -0.23939f, 0.59662f, -0.08348f },
{ -0.39875f, 1.02941f, 0.49900f, 0.76181f, 0.26249f, -0.89246f, 1.39708f, -0.20213f, -0.07044f, 1.33749f, 0.23510f, 1.75420f, 0.46558f, 1.27379f, -0.20463f, -0.13624f },
{ 1.34401f, 2.69504f, 1.08614f, 0.50527f, -1.42814f, 0.24049f, 1.20108f, -0.18451f, -2.12146f, -1.21088f, -1.39940f, -0.15660f, -0.17127f, 0.71059f, 0.28544f, 1.72104f },
{ 0.47009f, 0.76384f, 0.59329f, -0.85608f, 0.79661f, -0.39341f, -0.09247f, -0.20798f, -0.05550f, 1.65400f, -1.19796f, -0.88326f, 0.49611f, -1.12055f, 0.16820f, 1.37544f },
{ -1.21021f, 1.95890f, 1.23172f, 1.24100f, -1.59297f, -2.26432f, 0.82990f, -0.13300f, -0.85243f, 1.23199f, -0.42532f, 0.73941f, -0.43810f, -1.44530f, 0.17259f, -1.08501f },
{ 1.03906f, 1.00677f, -1.72668f, -1.65372f, -0.00549f, 0.69449f, 0.03069f, -1.17229f, 0.21828f, -0.99772f, 1.21956f, -0.21037f, -1.90161f, -0.61456f, -1.41517f, 1.11666f },
{ 0.92843f, -2.06462f, 2.60380f, 1.21354f, -1.50747f, 0.33732f, -0.37084f, -2.45333f, -1.21693f, 1.92016f, -0.40498f, 0.13202f, -0.21458f, -1.01291f, -0.53275f, -1.88768f },
{ -0.82667f, -1.25729f, 1.21753f, -0.80463f, 2.22871f, 0.77916f, 0.56109f, 0.51977f, -1.71618f, 0.56154f, 1.43801f, -0.67767f, -1.86869f, 2.93126f, 0.29406f, -0.40290f },
{ -0.44322f, 0.27541f, 0.28433f, 1.05436f, -0.19289f, -0.81256f, 0.94748f, 0.11015f, -0.61359f, -0.73852f, 1.34196f, 0.55960f, 0.25728f, 1.14603f, 1.31771f, 0.84171f },
{ 0.59184f, -0.25309f, 0.47486f, -0.62240f, -0.83299f, -0.35751f, -2.01879f, -0.96566f, -1.28660f, -1.51219f, -1.65127f, 1.63618f, -1.89554f, 0.03854f, -0.86785f, 1.97225f },
{ 0.05481f, 1.79451f, 0.41821f, 0.88433f, 0.69338f, 0.82357f, 0.08024f, 1.60064f, 1.20650f, 0.25045f, 1.88773f, -0.06802f, -0.44670f, -0.72671f, -0.15217f, 0.50477f },
{ 1.45163f, 0.64798f, -1.18187f, 1.69014f, -0.90550f, 1.40699f, -0.80001f, -0.17645f, 0.19537f, 0.28755f, -1.54339f, -0.73716f, -1.45288f, 0.57212f, 0.01144f, 1.24692f },
{ 0.67435f, -1.21668f, -1.46741f, 0.83319f, 1.04473f, 0.29253f, -1.00821f, 1.14549f, -0.38695f, 1.02464f, -0.52360f, -0.67966f, -1.07702f, -1.38289f, 0.00094f, -0.61243f },
{ -0.91976f, 1.42082f, 0.78164f, 1.34348f, 1.17950f, 1.05522f, 1.78778f, -0.34202f, 0.73212f, -0.17543f, -0.15576f, -0.74279f, 0.87230f, 1.46816f, 0.13241f, -1.27353f },
{ -1.18833f, 0.08518f, 0.75649f, -0.03197f, -1.04787f, -0.54626f, -0.89796f, 1.59904f, -0.40209f, 2.19358f, -1.92603f, 1.75273f, -1.84603f, 0.67029f, 1.31788f, -0.10832f },
{ 2.37437f, -1.81035f, 0.01559f, 0.04652f, -0.79844f, 0.48256f, 0.30596f, 0.03094f, 0.63070f, 0.29811f, 1.20444f, -1.60511f, -1.39996f, -1.00886f, 0.48285f, -0.12636f },
{ -0.97822f, -1.21604f, 0.52576f, -0.39587f, -0.24488f, -0.19612f, -0.72734f, 0.41445f, -1.83573f, -0.67577f, 0.94746f, 1.37539f, -0.51197f, -0.41411f, -0.12961f, -0.13433f },
{ 0.32045f, -0.11551f, 0.46607f, 1.79428f, -0.91381f, 0.76043f, -1.01922f, -0.63200f, 0.13422f, 0.61168f, 1.37465f, -1.12052f, 0.55198f, -0.90208f, 0.11624f, -0.14287f },
{ 2.23450f, -1.10425f, -1.59579f, 0.95559f, -1.62579f, -1.41459f, 0.00573f, -0.48481f, -1.14428f, -1.56724f, 0.11645f, 0.10091f, 0.04225f, -0.51929f, 1.07699f, 0.53556f },
{ 0.87254f, 1.31979f, -0.29280f, 0.85153f, -1.64297f, 0.75759f, 0.12858f, 0.16006f, -0.16347f, 0.94028f, 0.07473f, 0.28901f, -2.00757f, -0.50737f, -0.76598f, 0.63964f },
{ -0.26423f, -0.31982f, -1.42401f, 0.65087f, -0.34522f, -0.00603f, 2.11827f, 0.67599f, 0.72168f, -1.07642f, -0.62330f, -0.77882f, 0.20751f, 0.40553f, -0.46891f, 0.40141f },
{ -0.98762f, -0.38515f, 0.79870f, 0.00728f, -0.06246f, -0.81709f, -0.53928f, 1.86650f, -0.36850f, -0.64285f, 0.17996f, 0.91376f, -0.17803f, -0.58698f, 0.09916f, 1.91511f },
{ -0.81775f, 0.55900f, 0.54589f, -0.69489f, -1.15956f, -0.19583f, -2.27691f, -1.98055f, 1.77402f, 0.42865f, 0.01272f, -1.64427f, 0.04416f, -0.47075f, 1.38964f, 0.39662f },
{ 1.24890f, -0.66079f, 0.81181f, -0.17886f, 0.31534f, 0.45837f, -0.63888f, -0.60538f, 2.70649f, 0.46663f, 0.12779f, -0.79309f, 1.02284f, -1.13790f, -0.02082f, -1.19374f },
{ -0.88176f, -0.11198f, 1.16057f, -0.52596f, 0.24639f, 1.68141f, 0.05236f, 0.20014f, -1.05397f, 0.36899f, -0.84066f, 0.10121f, -0.06328f, 0.94452f, 0.83494f, -2.13417f },
{ 0.16596f, -1.76870f, -0.98265f, 0.67228f, 0.93424f, 0.83615f, -0.41514f, 0.69233f, -0.56699f, 0.46443f, -1.84543f, -1.06534f, -0.65019f, 2.44483f, 2.25924f, -1.01004f },
{ -2.22877f, 1.20799f, -0.24413f, 0.41072f, 0.63784f, -0.55856f, -1.80101f, 1.35361f, 0.16236f, 2.48548f, -1.57482f, 0.52998f, -0.31564f, 0.33677f, -0.36546f, 1.00402f },
{ -0.25770f, 1.41138f, -0.37282f, -0.11631f, -0.49813f, 0.01130f, -1.92631f, 0.39531f, -0.26610f, 0.96577f, -0.10676f, -0.32840f, 0.50710f, 1.04373f, 0.21507f, -0.34113f },
{ 0.84702f, 0.10672f, 0.97697f, 1.64595f, -0.43688f, -1.35041f, -0.60115f, 0.04889f, 1.06970f, 0.61612f, 1.10232f, 1.97468f, -0.43207f, -1.66730f, -0.90557f, -1.25730f },
{ 0.39718f, 0.36193f, -0.39903f, -0.75504f, 0.44400f, 0.05646f, 0.46206f, -0.41075f, -0.51653f, -1.13877f, 0.08947f, 1.17305f, 0.63257f, -0.90794f, -0.09700f, -0.14118f },
{ -1.54863f, 0.46693f, 0.34454f, 0.09062f, 1.41916f, 0.10840f, 0.08461f, 0.49520f, -0.55992f, -0.60458f, 1.35111f, -0.46403f, 1.20146f, -0.04693f, -0.15101f, 0.07411f },
{ 0.73849f, -0.16230f, -1.16605f, 0.27462f, -0.25908f, -1.05773f, -1.38353f, 0.58608f, -1.52588f, -0.32971f, 0.93008f, 1.13318f, 1.26032f, -2.06186f, -0.99962f, 0.07220f },
{ -1.55806f, -1.37594f, -2.76189f, -0.38643f, 0.07850f, 1.43036f, 0.23126f, -1.82689f, -0.47513f, -1.64552f, 0.74719f, -0.30872f, 0.22397f, 1.35103f, -0.34629f, 1.63214f },
{ 1.09576f, 0.30460f, 2.05215f, -0.68504f, -2.11962f, -1.55393f, 0.48003f, 0.32487f, -1.21562f, -1.89796f, 0.41411f, -0.85391f, 1.33507f, -0.57326f, 0.80334f, -0.62393f },
{ 0.26264f, -1.27509f, 0.53064f, -0.40454f, 1.76902f, -0.08374f, -0.76875f, -1.82834f, 0.24691f, -0.40808f, 0.56458f, 0.12976f, 1.30152f, -0.72768f, -1.02206f, -0.78541f },
{ -2.12351f, -2.07407f, 1.00371f, 0.26727f, -0.33025f, 1.18402f, 0.99959f, -0.20418f, 0.17818f, -0.30181f, -0.29095f, 0.53101f, 0.66433f, -0.45287f, -0.06966f, 1.23649f },
{ 1.34723f, -0.23291f, -0.60568f, 0.96027f, -1.36557f, -0.00608f, -0.14527f, 0.17697f, -0.82434f, -0.31919f, 1.34766f, 0.65037f, -1.17370f, -0.75666f, -0.17505f, -1.12837f },
{ -0.67867f, -1.41084f, -1.78121f, -0.31171f, -0.80897f, 0.59150f, 1.01448f, -2.02010f, -0.49396f, 0.10916f, 2.90424f, -0.55466f, 0.35812f, -0.15860f, 0.48771f, -0.69560f },
{ -0.74031f, -0.42947f, 1.42413f, 0.97293f, 0.51227f, -0.11989f, -0.17569f, -1.02699f, -2.43991f, -1.21737f, 1.21536f, 0.03286f, 1.81129f, -0.77543f, -0.58904f, -0.39035f },
{ 0.04740f, -1.78548f, -0.11997f, -0.17021f, 2.55760f, -1.85874f, -1.18086f, 1.14470f, -1.75113f, -1.99413f, -1.08594f, -0.17569f, 2.87503f, -1.26228f, -1.37667f, -0.42112f },
{ 0.48281f, -1.80332f, -0.97988f, -0.86683f, 1.04155f, 0.70610f, 0.10258f, 0.35962f, -0.03640f, 0.43779f, 2.64729f, 0.50767f, 0.25895f, 0.43447f, -0.34770f, 3.01009f },
{ -1.35422f, 1.56590f, 0.73854f, 0.04376f, -0.90815f, 0.57879f, 0.37972f, 1.47409f, -0.10112f, -0.60681f, 0.02731f, -1.21606f, 0.77068f, -0.48236f, -0.34743f, 1.21406f },
{ -0.26592f, -0.16262f, 0.39290f, -0.27549f, -0.47492f, -0.69158f, 0.30302f, -0.00212f, 0.67166f, -0.22405f, 0.60769f, -0.75944f, -1.09722f, 0.40403f, 0.78798f, 0.56805f },
{ -1.02509f, -0.33779f, 0.38227f, -2.10961f, 2.24430f, -0.70666f, -0.96195f, 1.61540f, 2.27859f, -0.76085f, -0.04426f, -1.16688f, 1.26224f, 0.54327f, -0.19974f, -1.12814f },
{ -2.11513f, 0.91681f, -2.38092f, 0.77849f, 0.51433f, -1.27161f, -0.51540f, 0.16631f, 0.71795f, -1.36552f, 2.11003f, -1.72643f, 0.07363f, -0.58433f, -1.01106f, -0.78637f },
{ 0.63302f, 0.95298f, -0.41721f, 0.01483f, -0.63030f, 0.52634f, 0.74370f, 0.14166f, -1.57612f, -0.58843f, 0.72985f, 0.36951f, -0.26267f, -2.20356f, 1.36125f, 0.46432f },
{ 0.21119f, 0.95535f, -0.18189f, -1.23362f, 1.29675f, 1.32418f, -0.34754f, 0.32960f, -1.35516f, 1.01730f, 1.07856f, -0.07378f, 0.33803f, -0.40163f, -0.75380f, -0.47023f },
{ 1.13909f, 0.08093f, -0.61223f, 0.84918f, -0.76939f, 0.18509f, 2.10408f, 0.42954f, -0.69432f, -0.73219f, -1.46362f, -1.35776f, 0.15320f, 1.49573f, 0.86561f, -1.65514f },
{ 1.24527f, -0.03228f, 0.34444f, -0.17284f, -0.17888f, -1.37467f, 0.59626f, -2.21935f, 0.39937f, 1.32825f, 0.85690f, 0.45390f, -0.92634f, -0.00138f, -1.21041f, 0.75737f },
{ -0.03687f, -0.27862f, -2.06532f, -0.34319f, -1.49386f, 1.20476f, 0.99254f, 0.11029f, -0.15317f, -0.61650f, -0.39220f, -0.13503f, 0.66516f, 0.93284f, -0.99191f, 1.84394f },
{ -0.56035f, -0.26838f, -0.73533f, 0.59008f, -1.60101f, -0.38808f, 0.05472f, 1.79125f, 0.15368f, 0.58306f, 0.00637f, -0.42976f, 0.86384f, -0.00047f, 1.62716f, -0.25564f },
{ 0.15383f, -0.55083f, -0.66270f, 2.06205f, -0.41178f, 1.32305f, -0.83863f, 0.94997f, -0.56281f, 0.38187f, 0.42597f, 1.12643f, -1.32866f, 0.91348f, -1.03168f, 0.46305f },
{ -0.50605f, -0.61129f, -0.62868f, 0.21066f, 0.76177f, -0.23795f, -1.12137f, 0.81203f, 1.09394f, -1.44326f, -1.22524f, -0.39911f, 0.50216f, -1.48724f, 0.20084f, 1.30942f },
{ -0.18223f, -0.54841f, -0.76995f, 1.02962f, 0.21438f, 0.32304f, -0.12273f, -0.99039f, 0.02400f, -0.11802f, 0.23275f, 0.05327f, -2.23838f, -0.32824f, -0.47112f, 0.81522f },
{ 1.26154f, -0.11218f, -0.32440f, 2.31627f, 0.87695f, 0.75892f, 0.55073f, 0.21910f, -1.73226f, -0.23528f, 0.13225f, 0.95722f, 1.20110f, -1.30174f, 0.87890f, -0.65391f },
{ -1.06572f, -1.28192f, 1.51873f, 1.03435f, -0.32236f, 0.85409f, -0.07402f, -1.81221f, -0.92351f, 0.48459f, 2.21338f, 1.33252f, -0.23741f, -0.02621f, 0.56288f, -0.61371f },
{ -0.09952f, -0.01859f, 0.33254f, 1.25509f, 0.96746f, -1.19687f, -2.61815f, 0.24086f, 0.53875f, -0.49971f, 0.97986f, 0.00879f, -1.67757f, -1.42767f, 0.68027f, -0.57775f },
{ -0.06493f, -1.20567f, -1.38603f, 1.76453f, 0.73934f, 0.27964f, -1.18731f, 1.84871f, -1.42548f, -1.05331f, 1.14318f, -1.39231f, 0.84011f, 0.93724f, -0.84282f, -0.46619f },
{ 0.38711f, -0.47176f, 1.19360f, 0.01080f, -0.71626f, 0.51652f, -0.86686f, 0.25650f, -1.15347f, 0.47260f, 0.42756f, 0.16138f, 1.02786f, -0.65842f, 0.21783f, 1.38266f },
{ 1.17080f, 0.53898f, 0.81860f, 0.49808f, -0.54802f, -1.20320f, 1.03839f, -0.86120f, 0.52992f, -2.64909f, 1.61980f, 0.81371f, 0.66034f, 0.27008f, 0.70253f, -1.26409f },
{ 0.01990f, -1.30472f, -0.72904f, -0.25343f, -0.42895f, -0.29087f, 0.38692f, -0.53098f, -0.03696f, 0.28552f, 0.29916f, -0.09919f, 1.20246f, 0.89257f, 0.18265f, 1.96854f },
{ -1.10912f, -0.28534f, 0.36988f, 0.16255f, 1.26496f, 0.20037f, -0.71332f, -0.16261f, -1.51079f, 3.47606f, 0.35875f, 0.37339f, 1.10993f, 0.77528f, -1.99259f, -0.93546f },
{ -0.64116f, -0.87732f, -1.74138f, -1.70408f, 1.03138f, -2.07060f, 1.16735f, 1.35223f, -0.41496f, -1.19159f, 0.27339f, 0.10374f, 1.69514f, 0.07606f, -1.60538f, -2.33069f },
{ -0.59462f, 0.29129f, 0.62106f, -0.79832f, -0.46914f, 0.13548f, -0.17344f, 1.92857f, -0.34731f, 1.08127f, -2.35010f, -2.96510f, 1.02222f, 0.82806f, 0.32198f, -0.91306f },
{ -0.48743f, 0.33124f, 1.29128f, 1.61776f, 0.73682f, -1.63220f, 0.98213f, -0.65514f, -0.19676f, 0.20552f, 1.86500f, 0.16483f, 1.52524f, 0.99950f, 0.81882f, 0.25075f },
{ 0.32124f, -0.11687f, 0.79439f, 0.00221f, 1.29061f, 0.05951f, 0.16197f, -0.01775f, -0.98219f, -0.04598f, 1.22984f, -0.38086f, -0.29455f, 0.67565f, 0.68081f, -1.05355f },
{ -2.02321f, -1.46173f, -0.31320f, 0.19602f, -1.04997f, -0.27098f, 0.83640f, 1.98708f, 0.79522f, -1.15864f, -1.29045f, -0.59250f, -0.37073f, 0.54700f, -0.40221f, -1.97325f },
{ -2.34108f, 0.02756f, -0.31354f, 0.24630f, 0.15678f, -0.45664f, 2.03287f, 1.56042f, -0.35797f, -0.49646f, -1.56301f, -1.72124f, 0.94781f, -1.21331f, -0.74464f, -0.47239f },
{ -1.91971f, -1.48402f, 0.12379f, 2.30042f, -0.04986f, -0.06690f, -1.09276f, -0.13423f, 0.02571f, -1.20487f, -0.73550f, -0.08725f, 0.55275f, 0.32390f, 0.10233f, 1.24234f },
